time_us,sda,scl,note
4797.50,0,0,
4797.50,0,1,
4802.50,0,0,
4807.50,0,0,
4807.50,0,1,
4812.50,0,0,
4817.50,0,0,
4817.50,0,1,
4822.50,0,0,
4827.50,0,0,
4827.50,0,1,
4832.50,0,0,
4837.50,0,0,
4837.50,0,1,
4842.50,0,0,
4847.50,1,0,
4847.50,1,1,
4852.50,1,0,
4855.00,1,0,
4860.00,0,0,
4860.00,0,1,
4870.00,1,1,
4875.00,1,1,
4880.00,0,1,
4880.00,0,0,
4882.50,1,0,
4882.50,1,1,
4887.50,1,0,
4892.50,0,0,
4892.50,0,1,
4897.50,0,0,
4902.50,1,0,
4902.50,1,1,
4907.50,1,0,
4912.50,0,0,
4912.50,0,1,
4917.50,0,0,
4922.50,0,0,
4922.50,0,1,
4927.50,0,0,
4932.50,0,0,
4932.50,0,1,
4937.50,0,0,
4942.50,0,0,
4942.50,0,1,
4947.50,0,0,
4952.50,0,0,
4952.50,0,1,
4957.50,0,0,
4962.50,1,0,
4962.50,1,1,
4967.50,1,0,
4970.00,1,0,
4975.00,0,0,
4975.00,0,1,
4985.00,1,1,
4990.00,1,1,
4995.00,0,1,
4995.00,0,0,
4997.50,1,0,
4997.50,1,1,
5002.50,1,0,
5007.50,0,0,
5007.50,0,1,
5012.50,0,0,
5017.50,1,0,
5017.50,1,1,
5022.50,1,0,
5027.50,0,0,
5027.50,0,1,
5032.50,0,0,
5037.50,0,0,
5037.50,0,1,
5042.50,0,0,
5047.50,0,0,
5047.50,0,1,
5052.50,0,0,
5057.50,0,0,
5057.50,0,1,
5062.50,0,0,
5067.50,0,0,
5067.50,0,1,
5072.50,0,0,
5077.50,1,0,
5077.50,1,1,
5082.50,1,0,
5085.00,1,0,
5090.00,0,0,
5090.00,0,1,
5100.00,1,1,
5105.00,1,1,
5110.00,0,1,
5110.00,0,0,
5112.50,1,0,
5112.50,1,1,
5117.50,1,0,
5122.50,0,0,
5122.50,0,1,
5127.50,0,0,
5132.50,1,0,
5132.50,1,1,
5137.50,1,0,
5142.50,0,0,
5142.50,0,1,
5147.50,0,0,
5152.50,0,0,
5152.50,0,1,
5157.50,0,0,
5162.50,0,0,
5162.50,0,1,
5167.50,0,0,
5172.50,0,0,
5172.50,0,1,
5177.50,0,0,
5182.50,0,0,
5182.50,0,1,
5187.50,0,0,
5192.50,1,0,
5192.50,1,1,
5197.50,1,0,
5200.00,1,0,
5205.00,0,0,
5205.00,0,1,
5215.00,1,1,
5220.00,1,1,
5225.00,0,1,
5225.00,0,0,
5227.50,1,0,
5227.50,1,1,
5232.50,1,0,
5237.50,0,0,
5237.50,0,1,
5242.50,0,0,
5247.50,1,0,
5247.50,1,1,
5252.50,1,0,
5257.50,0,0,
5257.50,0,1,
5262.50,0,0,
5267.50,0,0,
5267.50,0,1,
5272.50,0,0,
5277.50,0,0,
5277.50,0,1,
5282.50,0,0,
5287.50,0,0,
5287.50,0,1,
5292.50,0,0,
5297.50,0,0,
5297.50,0,1,
5302.50,0,0,
5307.50,1,0,
5307.50,1,1,
5312.50,1,0,
5315.00,1,0,
5320.00,0,0,
5320.00,0,1,
5330.00,1,1,
5335.00,1,1,
5340.00,0,1,
5340.00,0,0,
5342.50,1,0,
5342.50,1,1,
5347.50,1,0,
5352.50,0,0,
5352.50,0,1,
5357.50,0,0,
5362.50,1,0,
5362.50,1,1,
5367.50,1,0,
5372.50,0,0,
5372.50,0,1,
5377.50,0,0,
5382.50,0,0,
5382.50,0,1,
5387.50,0,0,
5392.50,0,0,
5392.50,0,1,
5397.50,0,0,
5402.50,0,0,
5402.50,0,1,
5407.50,0,0,
5412.50,0,0,
5412.50,0,1,
5417.50,0,0,
5422.50,1,0,
5422.50,0,1,
5427.50,0,0,
5430.00,1,0,
5435.00,0,0,
5435.00,0,1,
5445.00,1,1,
5450.00,1,1,
5455.00,0,1,
5455.00,0,0,
5457.50,1,0,
5457.50,1,1,
5462.50,1,0,
5467.50,0,0,
5467.50,0,1,
5472.50,0,0,
5477.50,1,0,
5477.50,1,1,
5482.50,1,0,
5487.50,0,0,
5487.50,0,1,
5492.50,0,0,
5497.50,0,0,
5497.50,0,1,
5502.50,0,0,
5507.50,0,0,
5507.50,0,1,
5512.50,0,0,
5517.50,0,0,
5517.50,0,1,
5522.50,0,0,
5527.50,0,0,
5527.50,0,1,
5532.50,0,0,
5537.50,1,0,
5537.50,0,1,
5542.50,0,0,
5545.00,1,0,
5547.50,0,0,
5547.50,0,1,
5552.50,0,0,
5557.50,0,0,
5557.50,0,1,
5562.50,0,0,
5567.50,0,0,
5567.50,0,1,
5572.50,0,0,
5577.50,0,0,
5577.50,0,1,
5582.50,0,0,
5587.50,0,0,
5587.50,0,1,
5592.50,0,0,
5597.50,0,0,
5597.50,0,1,
5602.50,0,0,
5607.50,0,0,
5607.50,0,1,
5612.50,0,0,
5617.50,0,0,
5617.50,0,1,
5622.50,0,0,
5627.50,1,0,
5627.50,0,1,
5632.50,0,0,
5635.00,1,0,
5637.50,0,0,
5637.50,0,1,
5642.50,0,0,
5647.50,0,0,
5647.50,0,1,
5652.50,0,0,
5657.50,1,0,
5657.50,1,1,
5662.50,1,0,
5667.50,1,0,
5667.50,1,1,
5672.50,1,0,
5677.50,1,0,
5677.50,1,1,
5682.50,1,0,
5687.50,1,0,
5687.50,1,1,
5692.50,1,0,
5697.50,1,0,
5697.50,1,1,
5702.50,1,0,
5707.50,1,0,
5707.50,1,1,
5712.50,1,0,
5717.50,1,0,
5717.50,0,1,
5722.50,0,0,
5725.00,1,0,
5730.00,1,0,
5730.00,1,1,
5740.00,1,1,
5745.00,0,1,
5745.00,0,0,
5750.00,1,0,
5755.00,0,0,
5755.00,0,0,
5757.50,1,0,
5757.50,1,1,
5762.50,1,0,
5767.50,0,0,
5767.50,0,1,
5772.50,0,0,
5777.50,1,0,
5777.50,1,1,
5782.50,1,0,
5787.50,0,0,
5787.50,0,1,
5792.50,0,0,
5797.50,0,0,
5797.50,0,1,
5802.50,0,0,
5807.50,0,0,
5807.50,0,1,
5812.50,0,0,
5817.50,0,0,
5817.50,0,1,
5822.50,0,0,
5827.50,1,0,
5827.50,1,1,
5832.50,1,0,
5837.50,1,0,
5837.50,0,1,
5842.50,0,0,
5845.00,1,0,
5850.00,0,0,
5850.00,0,1,
5855.00,0,0,
5860.00,1,0,
5860.00,1,1,
5865.00,1,0,
5870.00,1,0,
5870.00,1,1,
5875.00,1,0,
5880.00,0,0,
5880.00,0,1,
5885.00,0,0,
5890.00,0,0,
5890.00,0,1,
5895.00,0,0,
5900.00,1,0,
5900.00,1,1,
5905.00,1,0,
5910.00,1,0,
5910.00,1,1,
5915.00,1,0,
5920.00,1,0,
5920.00,1,1,
5925.00,1,0,
5927.50,0,0,
5927.50,0,1,
5932.50,0,0,
5935.00,1,0,
5940.00,0,0,
5940.00,0,1,
5950.00,1,1,
5955.00,1,1,
5960.00,0,1,
5960.00,0,0,
5962.50,1,0,
5962.50,1,1,
5967.50,1,0,
5972.50,1,0,
5972.50,1,1,
5977.50,1,0,
5982.50,0,0,
5982.50,0,1,
5987.50,0,0,
5992.50,1,0,
5992.50,1,1,
5997.50,1,0,
6002.50,0,0,
6002.50,0,1,
6007.50,0,0,
6012.50,0,0,
6012.50,0,1,
6017.50,0,0,
6022.50,0,0,
6022.50,0,1,
6027.50,0,0,
6032.50,0,0,
6032.50,0,1,
6037.50,0,0,
6042.50,1,0,
6042.50,0,1,
6047.50,0,0,
6050.00,1,0,
6052.50,0,0,
6052.50,0,1,
6057.50,0,0,
6062.50,0,0,
6062.50,0,1,
6067.50,0,0,
6072.50,0,0,
6072.50,0,1,
6077.50,0,0,
6082.50,0,0,
6082.50,0,1,
6087.50,0,0,
6092.50,0,0,
6092.50,0,1,
6097.50,0,0,
6102.50,0,0,
6102.50,0,1,
6107.50,0,0,
6112.50,0,0,
6112.50,0,1,
6117.50,0,0,
6122.50,0,0,
6122.50,0,1,
6127.50,0,0,
6132.50,1,0,
6132.50,0,1,
6137.50,0,0,
6140.00,1,0,
6142.50,0,0,
6142.50,0,1,
6147.50,0,0,
6152.50,0,0,
6152.50,0,1,
6157.50,0,0,
6162.50,0,0,
6162.50,0,1,
6167.50,0,0,
6172.50,0,0,
6172.50,0,1,
6177.50,0,0,
6182.50,0,0,
6182.50,0,1,
6187.50,0,0,
6192.50,0,0,
6192.50,0,1,
6197.50,0,0,
6202.50,0,0,
6202.50,0,1,
6207.50,0,0,
6212.50,0,0,
6212.50,0,1,
6217.50,0,0,
6222.50,1,0,
6222.50,0,1,
6227.50,0,0,
6230.00,1,0,
6232.50,0,0,
6232.50,0,1,
6237.50,0,0,
6242.50,0,0,
6242.50,0,1,
6247.50,0,0,
6252.50,1,0,
6252.50,1,1,
6257.50,1,0,
6262.50,1,0,
6262.50,1,1,
6267.50,1,0,
6272.50,0,0,
6272.50,0,1,
6277.50,0,0,
6282.50,1,0,
6282.50,1,1,
6287.50,1,0,
6292.50,0,0,
6292.50,0,1,
6297.50,0,0,
6302.50,0,0,
6302.50,0,1,
6307.50,0,0,
6312.50,1,0,
6312.50,0,1,
6317.50,0,0,
6320.00,1,0,
6322.50,0,0,
6322.50,0,1,
6327.50,0,0,
6332.50,0,0,
6332.50,0,1,
6337.50,0,0,
6342.50,0,0,
6342.50,0,1,
6347.50,0,0,
6352.50,1,0,
6352.50,1,1,
6357.50,1,0,
6362.50,0,0,
6362.50,0,1,
6367.50,0,0,
6372.50,0,0,
6372.50,0,1,
6377.50,0,0,
6382.50,1,0,
6382.50,1,1,
6387.50,1,0,
6392.50,0,0,
6392.50,0,1,
6397.50,0,0,
6402.50,1,0,
6402.50,0,1,
6407.50,0,0,
6410.00,1,0,
6415.00,0,0,
6415.00,0,1,
6425.00,1,1,
6430.00,1,1,
6435.00,0,1,
6435.00,0,0,
6437.50,1,0,
6437.50,1,1,
6442.50,1,0,
6447.50,1,0,
6447.50,1,1,
6452.50,1,0,
6457.50,0,0,
6457.50,0,1,
6462.50,0,0,
6467.50,1,0,
6467.50,1,1,
6472.50,1,0,
6477.50,0,0,
6477.50,0,1,
6482.50,0,0,
6487.50,0,0,
6487.50,0,1,
6492.50,0,0,
6497.50,0,0,
6497.50,0,1,
6502.50,0,0,
6507.50,0,0,
6507.50,0,1,
6512.50,0,0,
6517.50,1,0,
6517.50,0,1,
6522.50,0,0,
6525.00,1,0,
6527.50,0,0,
6527.50,0,1,
6532.50,0,0,
6537.50,0,0,
6537.50,0,1,
6542.50,0,0,
6547.50,0,0,
6547.50,0,1,
6552.50,0,0,
6557.50,0,0,
6557.50,0,1,
6562.50,0,0,
6567.50,0,0,
6567.50,0,1,
6572.50,0,0,
6577.50,0,0,
6577.50,0,1,
6582.50,0,0,
6587.50,0,0,
6587.50,0,1,
6592.50,0,0,
6597.50,0,0,
6597.50,0,1,
6602.50,0,0,
6607.50,1,0,
6607.50,0,1,
6612.50,0,0,
6615.00,1,0,
6620.00,1,0,
6620.00,1,1,
6630.00,1,1,
6635.00,0,1,
6635.00,0,0,
6640.00,1,0,
6645.00,0,0,
6645.00,0,0,
6647.50,1,0,
6647.50,1,1,
6652.50,1,0,
6657.50,1,0,
6657.50,1,1,
6662.50,1,0,
6667.50,0,0,
6667.50,0,1,
6672.50,0,0,
6677.50,1,0,
6677.50,1,1,
6682.50,1,0,
6687.50,0,0,
6687.50,0,1,
6692.50,0,0,
6697.50,0,0,
6697.50,0,1,
6702.50,0,0,
6707.50,0,0,
6707.50,0,1,
6712.50,0,0,
6717.50,1,0,
6717.50,1,1,
6722.50,1,0,
6727.50,1,0,
6727.50,0,1,
6732.50,0,0,
6735.00,1,0,
6740.00,0,0,
6740.00,0,1,
6745.00,0,0,
6750.00,0,0,
6750.00,0,1,
6755.00,0,0,
6760.00,0,0,
6760.00,0,1,
6765.00,0,0,
6770.00,0,0,
6770.00,0,1,
6775.00,0,0,
6780.00,0,0,
6780.00,0,1,
6785.00,0,0,
6790.00,0,0,
6790.00,0,1,
6795.00,0,0,
6800.00,0,0,
6800.00,0,1,
6805.00,0,0,
6810.00,0,0,
6810.00,0,1,
6815.00,0,0,
6817.50,0,0,
6817.50,0,1,
6822.50,0,0,
6825.00,1,0,
6830.00,0,0,
6830.00,0,1,
6840.00,1,1,
